Product ID,Product Name,Category,Stock Quantity,Supplier,Discount,Rating,Reviews,SKU,Warehouse,Return Policy,Brand,Supplier Contact,Placeholder,Price
716,Product B,Clothing,1,Supplier Y,21.46474589,3.441102196,97,SKU002,Warehouse B,7 Days,Brand X,9153897584,9,162.6060491
717,Product B,Clothing,14,Supplier X,40.7113664,1.744390271,26,SKU002,Warehouse A,30 Days,Brand X,9205852608,1,857.0872275
718,Product A,Home,8,Supplier Y,19.44182585,3.622479522,57,SKU003,Warehouse B,7 Days,Brand Y,9576520025,96,519.5228288
719,Product A,Electronics,66,Supplier Z,42.54654137,2.826403697,43,SKU002,Warehouse C,7 Days,Brand Y,9625402200,24,114.6435978
720,Product C,Clothing,51,Supplier Z,31.83145592,3.480819328,92,SKU003,Warehouse C,30 Days,Brand X,9437365770,37,697.1316102
721,Product B,Home,79,Supplier X,7.052331679,1.958419292,64,SKU001,Warehouse A,7 Days,Brand Y,9307605839,0,523.9714092
722,Product C,Electronics,60,Supplier Z,32.48315817,2.737579576,45,SKU001,Warehouse C,7 Days,Brand Y,9827283305,79,305.0769961
723,Product A,Electronics,34,Supplier Y,9.567238135,1.840804858,99,SKU003,Warehouse A,30 Days,Brand Y,9112908147,89,428.3139864
724,Product A,Clothing,36,Supplier X,20.59613139,4.501220627,53,SKU003,Warehouse B,7 Days,Brand Y,9786065061,75,305.3543662
725,Product A,Clothing,62,Supplier Z,8.514779213,2.95184418,38,SKU003,Warehouse C,7 Days,Brand Y,9960634113,72,270.3955774
726,Product A,Electronics,1,Supplier Y,1.100805783,1.899925662,6,SKU001,Warehouse C,15 Days,Brand Z,9832469045,12,171.9723366
727,Product A,Electronics,85,Supplier X,10.59432697,1.164834783,53,SKU003,Warehouse A,30 Days,Brand X,9631525126,70,369.1394618
728,Product A,Clothing,42,Supplier Y,26.81860119,3.702954659,42,SKU001,Warehouse A,15 Days,Brand Z,9644829104,0,258.4773343
729,Product A,Electronics,1,Supplier Z,24.07804839,1.858578856,19,SKU001,Warehouse B,30 Days,Brand Z,9963133735,30,686.6001422
730,Product B,Clothing,96,Supplier Y,25.07485478,4.958328769,83,SKU002,Warehouse A,7 Days,Brand Z,9855940652,98,687.0379738
731,Product C,Electronics,84,Supplier X,12.38434392,3.134801494,24,SKU001,Warehouse C,15 Days,Brand X,9203283672,87,506.8218401
732,Product A,Clothing,54,Supplier Y,34.25806003,2.155907985,42,SKU003,Warehouse B,15 Days,Brand X,9537193148,66,780.1650822
733,Product B,Home,47,Supplier Z,35.21316434,3.630709735,84,SKU003,Warehouse B,15 Days,Brand X,9529693802,55,842.9263218
734,Product B,Clothing,39,Supplier X,17.89839128,2.100879694,72,SKU003,Warehouse B,15 Days,Brand Z,9456079137,18,583.9687929
735,Product C,Clothing,30,Supplier X,44.05850442,4.281097176,26,SKU001,Warehouse A,30 Days,Brand X,9188974552,3,622.7458111
736,Product A,Home,7,Supplier Z,32.20116083,2.232944204,91,SKU001,Warehouse A,7 Days,Brand Z,9437890055,27,290.0570507
737,Product C,Electronics,22,Supplier Y,35.65196376,4.95299093,24,SKU002,Warehouse C,7 Days,Brand Y,9809977375,43,895.9205087
738,Product A,Home,50,Supplier Y,13.8669959,3.420579142,35,SKU002,Warehouse B,15 Days,Brand X,9130307985,29,33.96398398
739,Product B,Clothing,45,Supplier Z,0.030581758,4.377644596,97,SKU003,Warehouse B,7 Days,Brand Y,9259357863,35,355.1164447
740,Product B,Electronics,74,Supplier X,43.26878061,1.291261878,65,SKU001,Warehouse B,7 Days,Brand Z,9340809034,52,724.5824173
741,Product B,Home,72,Supplier Z,41.12121923,2.39319767,8,SKU003,Warehouse C,30 Days,Brand X,9473242854,58,89.28861457
742,Product B,Electronics,91,Supplier X,6.159594402,3.949948345,82,SKU003,Warehouse A,7 Days,Brand X,9543690934,67,191.3378322
743,Product C,Electronics,10,Supplier X,18.70525675,3.620236069,78,SKU003,Warehouse B,7 Days,Brand Y,9166770979,86,593.3928706
744,Product A,Home,14,Supplier Y,33.06696542,1.776972486,52,SKU002,Warehouse A,7 Days,Brand Z,9507322101,74,564.3937347
745,Product A,Electronics,46,Supplier Z,32.60554286,2.424811722,20,SKU003,Warehouse A,7 Days,Brand Z,9644494857,3,741.5390132
746,Product C,Home,75,Supplier X,43.01751674,2.05377363,49,SKU002,Warehouse A,15 Days,Brand X,9865919212,10,814.4865127
747,Product A,Clothing,6,Supplier Y,7.013408082,3.453480679,15,SKU001,Warehouse A,30 Days,Brand X,9449397199,52,137.2937827
748,Product B,Electronics,21,Supplier Z,21.49698739,2.378272918,65,SKU003,Warehouse A,30 Days,Brand X,9799134837,87,28.19717988
749,Product A,Clothing,62,Supplier Z,4.861220896,2.236216968,25,SKU002,Warehouse C,30 Days,Brand X,9325287640,53,692.7421345
750,Product B,Clothing,97,Supplier X,19.47976242,1.829511922,43,SKU001,Warehouse A,7 Days,Brand X,9806924478,83,308.3778778
751,Product C,Electronics,19,Supplier X,0.755372279,2.636108484,28,SKU002,Warehouse B,15 Days,Brand Z,9865764257,44,629.7240748
752,Product A,Home,88,Supplier X,44.91365326,1.782010361,96,SKU003,Warehouse B,30 Days,Brand X,9508217182,16,159.0391422
753,Product C,Electronics,82,Supplier Z,26.35219984,4.85027835,97,SKU001,Warehouse B,15 Days,Brand Y,9107388409,63,474.3496462
754,Product A,Clothing,99,Supplier X,42.49011304,1.618007246,45,SKU001,Warehouse C,30 Days,Brand X,9739024375,57,509.3804986
755,Product B,Clothing,62,Supplier Z,2.99523505,4.65321886,90,SKU001,Warehouse A,15 Days,Brand X,9118562542,12,589.2270382
756,Product C,Home,83,Supplier Y,11.37290552,2.713892393,70,SKU002,Warehouse B,7 Days,Brand Z,9886116167,80,518.0383162
757,Product A,Electronics,53,Supplier Z,12.96899976,2.511463966,48,SKU002,Warehouse B,7 Days,Brand Z,9204954000,50,500.7338625
758,Product B,Clothing,24,Supplier X,19.33457473,1.925279204,14,SKU002,Warehouse B,30 Days,Brand Z,9832878458,51,339.4068124
759,Product C,Clothing,56,Supplier Z,40.14331862,3.543025337,16,SKU001,Warehouse A,30 Days,Brand Y,9758387004,14,80.46843395
760,Product C,Clothing,62,Supplier X,19.32789369,3.74211206,8,SKU003,Warehouse B,30 Days,Brand Z,9592386269,3,98.62499483
761,Product A,Home,34,Supplier Y,10.23267648,2.870283849,76,SKU003,Warehouse A,7 Days,Brand X,9135283345,81,439.4404917
762,Product A,Clothing,22,Supplier X,3.249513017,1.222827583,31,SKU001,Warehouse B,7 Days,Brand Z,9303301820,8,362.2351965
763,Product A,Clothing,68,Supplier X,3.974587418,4.674040603,65,SKU003,Warehouse B,30 Days,Brand Y,9149647085,66,520.9734566
764,Product B,Electronics,57,Supplier X,38.0023603,4.921316532,58,SKU001,Warehouse A,30 Days,Brand X,9178221012,90,311.7897876
765,Product A,Electronics,10,Supplier X,22.24014955,2.724173661,31,SKU003,Warehouse B,7 Days,Brand X,9466074548,81,691.0309905
766,Product C,Clothing,66,Supplier X,36.3090561,3.45464323,83,SKU003,Warehouse C,30 Days,Brand Y,9108652766,80,865.3152738
767,Product C,Clothing,8,Supplier X,34.11435609,2.801194505,42,SKU003,Warehouse A,30 Days,Brand Z,9670761717,73,305.8745569
768,Product A,Electronics,97,Supplier Y,6.768123088,2.287518604,82,SKU002,Warehouse B,30 Days,Brand Z,9552246006,56,201.0541679
769,Product A,Home,38,Supplier Y,7.14439671,1.309275171,90,SKU002,Warehouse C,7 Days,Brand Z,9737940896,28,125.0187685
770,Product C,Home,62,Supplier Z,37.76710077,2.824270922,99,SKU001,Warehouse C,7 Days,Brand Z,9313380246,46,620.0915002
771,Product B,Home,28,Supplier X,36.06341467,4.273538225,58,SKU002,Warehouse A,15 Days,Brand Y,9594163647,4,449.4174312
772,Product A,Home,10,Supplier Z,18.90153834,1.068125844,29,SKU001,Warehouse B,15 Days,Brand Y,9537622565,69,196.13556
773,Product A,Home,45,Supplier Y,3.871113167,3.328430733,10,SKU002,Warehouse A,15 Days,Brand Z,9935138756,63,656.605366
774,Product C,Home,65,Supplier Y,0.604901085,4.523088435,79,SKU003,Warehouse C,15 Days,Brand Y,9167863502,58,156.9983512
775,Product A,Home,98,Supplier X,14.40784747,1.87019772,25,SKU002,Warehouse C,30 Days,Brand X,9336423837,34,558.7576988
776,Product B,Home,67,Supplier X,0.461113679,1.733023459,93,SKU002,Warehouse A,7 Days,Brand Z,9984017295,4,531.8768978
777,Product C,Electronics,9,Supplier Z,11.50363106,4.089106503,1,SKU002,Warehouse A,7 Days,Brand X,9156200122,49,736.8855232
778,Product A,Home,5,Supplier Y,20.97503701,2.020345724,33,SKU001,Warehouse B,15 Days,Brand X,9261674343,59,64.55854354
779,Product C,Home,10,Supplier Z,6.070788266,1.76793707,40,SKU001,Warehouse C,30 Days,Brand X,9236021724,14,888.9942025
780,Product A,Home,12,Supplier Z,5.213887892,2.511957002,85,SKU003,Warehouse A,7 Days,Brand Z,9302558811,90,705.9618089
781,Product A,Clothing,82,Supplier Z,44.82187179,2.570008049,30,SKU003,Warehouse C,7 Days,Brand Z,9053525636,96,223.9647384
782,Product A,Electronics,58,Supplier X,29.27350145,4.496404252,62,SKU003,Warehouse A,30 Days,Brand Z,9597726181,23,191.5712951
783,Product B,Electronics,21,Supplier Y,46.72278434,3.473773888,54,SKU002,Warehouse B,30 Days,Brand Y,9487151064,20,437.343612
784,Product B,Electronics,21,Supplier Z,17.29130819,2.623845825,60,SKU003,Warehouse C,15 Days,Brand Z,9226638336,1,819.3896762
785,Product C,Home,65,Supplier Y,33.85724687,3.137551857,84,SKU001,Warehouse B,15 Days,Brand X,9018184973,82,844.5204932
786,Product A,Home,3,Supplier Y,10.23458373,4.815860933,35,SKU003,Warehouse B,30 Days,Brand Z,9661520466,44,525.2515312
787,Product A,Clothing,69,Supplier Z,30.91701586,1.452858706,39,SKU003,Warehouse C,7 Days,Brand Y,9598941470,81,862.2027541
788,Product B,Electronics,89,Supplier Z,6.4792865,1.830862087,22,SKU003,Warehouse A,30 Days,Brand Z,9160190130,9,15.3892721
789,Product A,Home,64,Supplier X,0.104031959,4.850114826,25,SKU003,Warehouse B,30 Days,Brand Y,9887473528,44,44.82288522
790,Product B,Electronics,49,Supplier Y,46.57659007,4.829299394,17,SKU003,Warehouse B,7 Days,Brand X,9197228878,36,912.7033777
791,Product A,Clothing,72,Supplier Z,27.74471881,1.708661685,78,SKU001,Warehouse C,7 Days,Brand X,9190988946,22,777.5786106
792,Product C,Clothing,17,Supplier Z,46.34703314,1.580435269,33,SKU002,Warehouse C,15 Days,Brand X,9531847269,44,456.1989977
793,Product A,Clothing,73,Supplier Y,16.69157619,2.684340537,85,SKU003,Warehouse C,30 Days,Brand X,9567817503,40,756.0740302
794,Product A,Electronics,32,Supplier Z,16.38930346,1.19887317,27,SKU002,Warehouse B,15 Days,Brand X,9165358392,64,956.0830671
795,Product B,Home,70,Supplier Y,20.03275009,3.619614129,48,SKU003,Warehouse A,30 Days,Brand X,9254465054,60,774.3686286
796,Product A,Home,21,Supplier Z,35.3020492,1.309984087,63,SKU002,Warehouse A,30 Days,Brand Y,9096295908,5,843.9476205
797,Product A,Clothing,7,Supplier Y,28.29043171,1.232118508,70,SKU001,Warehouse C,7 Days,Brand X,9411875481,64,763.0005156
798,Product B,Home,7,Supplier Z,46.26774535,2.940747745,62,SKU002,Warehouse B,30 Days,Brand Z,9441530927,17,176.5289815
799,Product C,Clothing,27,Supplier Z,1.272045057,4.831146544,61,SKU003,Warehouse B,30 Days,Brand Y,9810317690,90,835.2383685
800,Product C,Electronics,8,Supplier X,35.4097969,2.707183744,41,SKU002,Warehouse B,7 Days,Brand Y,9264252568,39,203.1577318
801,Product B,Clothing,73,Supplier Y,16.51638447,2.425924635,23,SKU002,Warehouse C,7 Days,Brand Z,9458564277,37,893.6852148
802,Product B,Electronics,28,Supplier X,9.011682591,4.991826862,34,SKU003,Warehouse B,7 Days,Brand Z,9519704807,44,464.0633991
803,Product B,Clothing,79,Supplier Z,25.51978113,3.127875843,76,SKU002,Warehouse B,30 Days,Brand Z,9148497528,16,680.2069848
804,Product B,Home,66,Supplier Y,25.25318921,2.500965628,54,SKU003,Warehouse A,7 Days,Brand Z,9928533688,89,502.2684394
805,Product B,Home,71,Supplier Y,6.850551434,2.543443253,48,SKU001,Warehouse C,30 Days,Brand Z,9897822151,12,103.0510201
806,Product C,Clothing,47,Supplier Z,10.09480281,1.779837984,76,SKU003,Warehouse C,15 Days,Brand X,9403793724,9,297.8150845
807,Product C,Home,82,Supplier Z,20.40823325,3.04889223,94,SKU001,Warehouse C,7 Days,Brand Y,9245133699,89,983.8945355
808,Product B,Home,86,Supplier Z,20.44057062,2.755420113,58,SKU002,Warehouse B,15 Days,Brand Z,9101824414,30,961.1076042
809,Product A,Home,10,Supplier Z,15.87790698,2.083181185,82,SKU003,Warehouse B,15 Days,Brand Z,9841886327,86,327.2820287
810,Product B,Electronics,33,Supplier Y,7.427257575,1.642160346,92,SKU002,Warehouse A,7 Days,Brand Y,9028967775,49,996.3338362
811,Product A,Home,7,Supplier X,0.218683955,2.244955475,21,SKU001,Warehouse C,7 Days,Brand Y,9782353633,83,847.0956835
812,Product B,Electronics,3,Supplier Y,48.51175312,3.034733311,84,SKU001,Warehouse B,30 Days,Brand X,9457619055,22,614.8499044
813,Product B,Clothing,14,Supplier Y,47.17496149,1.233333089,60,SKU002,Warehouse A,7 Days,Brand Y,9799581378,44,49.72337406
814,Product C,Home,44,Supplier Y,24.18251896,1.614976114,79,SKU003,Warehouse B,15 Days,Brand Z,9347001640,90,902.4323612
815,Product A,Home,46,Supplier Y,49.75258766,4.790629068,29,SKU003,Warehouse B,15 Days,Brand Y,9875521049,78,561.8549865
816,Product A,Home,61,Supplier Z,33.68271654,3.171421404,68,SKU003,Warehouse C,15 Days,Brand Z,9755562435,37,869.7913897
817,Product C,Clothing,36,Supplier X,3.44287688,1.253797215,59,SKU003,Warehouse C,30 Days,Brand Y,9754326721,10,836.0848287
818,Product C,Electronics,13,Supplier Y,5.885909954,3.772351035,5,SKU001,Warehouse B,30 Days,Brand Y,9086162450,7,834.676153
819,Product C,Electronics,16,Supplier Y,45.80554219,1.24721148,84,SKU003,Warehouse B,7 Days,Brand X,9501402454,77,701.1921221
820,Product C,Home,80,Supplier X,31.50261011,3.955496908,10,SKU002,Warehouse B,7 Days,Brand Z,9642937368,12,298.5009873
821,Product A,Clothing,5,Supplier Z,42.15918133,3.999850887,23,SKU001,Warehouse B,7 Days,Brand X,9051378734,85,342.7986552
822,Product A,Clothing,89,Supplier Y,44.91348248,3.604315903,91,SKU002,Warehouse B,15 Days,Brand X,9071611906,33,315.3845205
823,Product B,Clothing,38,Supplier Z,22.39710056,3.928818178,78,SKU002,Warehouse C,15 Days,Brand Z,9686302678,64,29.84553954
824,Product B,Clothing,50,Supplier Y,2.426297579,1.351863124,50,SKU002,Warehouse C,15 Days,Brand Y,9811120878,95,586.7432201
825,Product C,Clothing,38,Supplier Y,9.414017445,3.907122209,18,SKU001,Warehouse B,7 Days,Brand X,9584288544,74,701.8453337
826,Product C,Electronics,56,Supplier X,3.328597365,1.546753279,49,SKU003,Warehouse B,7 Days,Brand Y,9887177583,9,855.3273336
827,Product C,Electronics,63,Supplier X,9.436992285,2.358023629,80,SKU002,Warehouse C,15 Days,Brand Y,9037437851,93,148.763779
828,Product B,Electronics,48,Supplier Z,20.52664632,4.770981014,2,SKU002,Warehouse B,7 Days,Brand X,9263244821,75,548.7413175
829,Product B,Home,90,Supplier Y,5.909840526,3.011501911,2,SKU003,Warehouse C,30 Days,Brand X,9949985122,97,17.92805927
830,Product B,Clothing,59,Supplier Z,8.33666239,4.869705728,91,SKU003,Warehouse C,7 Days,Brand X,9447496545,88,104.1427112
831,Product B,Home,77,Supplier X,22.2910891,1.355689836,30,SKU003,Warehouse C,15 Days,Brand Y,9073066013,35,63.66962676
832,Product B,Clothing,44,Supplier X,17.00854752,2.910226398,46,SKU003,Warehouse C,7 Days,Brand Z,9141284910,3,728.2232537
833,Product B,Electronics,90,Supplier X,23.38290621,1.249609281,7,SKU002,Warehouse A,30 Days,Brand Z,9103643555,20,90.24896824
834,Product B,Home,55,Supplier X,21.45860139,3.52084105,16,SKU001,Warehouse B,15 Days,Brand X,9348865850,60,719.2884517
835,Product C,Electronics,55,Supplier X,32.2239013,1.314828005,98,SKU003,Warehouse B,7 Days,Brand Y,9301912845,93,257.1284574
836,Product C,Clothing,1,Supplier Z,46.85947744,1.70147121,99,SKU003,Warehouse B,7 Days,Brand X,9918110536,37,878.9358311
837,Product C,Clothing,8,Supplier Z,5.393216922,2.03532124,90,SKU002,Warehouse C,7 Days,Brand Y,9434939349,75,815.0184885
838,Product C,Clothing,4,Supplier X,4.963007465,3.994975407,44,SKU003,Warehouse C,7 Days,Brand Z,9709271515,38,958.2519153
839,Product B,Electronics,85,Supplier Y,42.64030555,1.655848475,96,SKU002,Warehouse C,30 Days,Brand Z,9285891432,88,884.9243953
840,Product A,Clothing,86,Supplier Y,25.31983523,4.386528213,59,SKU002,Warehouse B,7 Days,Brand X,9497944014,53,933.9961249
841,Product B,Electronics,53,Supplier Y,38.32025118,1.527615755,74,SKU002,Warehouse C,7 Days,Brand X,9607002039,61,860.1549725
842,Product A,Home,58,Supplier Y,10.77109518,1.140977796,20,SKU002,Warehouse A,15 Days,Brand Z,9889421796,18,696.4480816
843,Product C,Clothing,37,Supplier Y,41.44312866,2.580181676,69,SKU003,Warehouse B,30 Days,Brand Y,9354307735,1,178.5565606
844,Product B,Clothing,49,Supplier X,46.19233121,4.917766568,20,SKU001,Warehouse A,15 Days,Brand Z,9950682337,21,278.9904437
845,Product C,Clothing,67,Supplier Z,31.77415078,1.441368911,57,SKU003,Warehouse A,30 Days,Brand Y,9777458935,93,220.5996965
846,Product B,Home,19,Supplier X,5.293951074,1.406873776,54,SKU001,Warehouse B,7 Days,Brand X,9583644330,56,607.5499298
847,Product C,Clothing,1,Supplier Y,44.76474071,4.004666043,27,SKU003,Warehouse A,30 Days,Brand Z,9330865388,99,508.5837386
848,Product A,Electronics,29,Supplier Y,39.62438637,2.248646776,80,SKU002,Warehouse A,15 Days,Brand X,9467440363,2,868.4091972
849,Product A,Electronics,87,Supplier Z,37.54388883,3.869126469,81,SKU003,Warehouse C,7 Days,Brand Z,9166422274,22,953.1461378
850,Product A,Clothing,33,Supplier X,1.836409445,1.800042358,74,SKU002,Warehouse A,15 Days,Brand X,9639722774,3,410.8112907
851,Product B,Clothing,52,Supplier Z,39.94812626,2.840287977,45,SKU003,Warehouse C,15 Days,Brand Z,9913741971,27,511.2870477
852,Product A,Home,41,Supplier Y,6.897550523,2.061159511,43,SKU002,Warehouse A,30 Days,Brand Z,9661654124,77,971.8011932
853,Product B,Home,23,Supplier Y,11.11930881,2.80611286,88,SKU001,Warehouse B,7 Days,Brand X,9651563150,69,283.4765522
854,Product A,Home,5,Supplier Z,28.85674174,4.07638837,93,SKU002,Warehouse B,15 Days,Brand Z,9509079338,69,794.4668676
855,Product A,Clothing,71,Supplier Y,13.24903865,4.048039762,24,SKU003,Warehouse B,15 Days,Brand Z,9872993743,40,232.9875033
856,Product B,Home,57,Supplier X,33.06741032,3.063089151,70,SKU002,Warehouse B,30 Days,Brand Z,9953815110,36,684.6455143
857,Product B,Home,6,Supplier Y,30.40352238,4.713487375,48,SKU001,Warehouse C,15 Days,Brand Z,9122632096,6,261.0794714
858,Product A,Electronics,49,Supplier Y,5.407479901,2.05513641,45,SKU001,Warehouse A,7 Days,Brand X,9566755965,76,884.8960549
859,Product B,Home,22,Supplier X,32.80072898,1.961245404,90,SKU003,Warehouse A,7 Days,Brand X,9945818193,0,565.8631643
860,Product A,Electronics,77,Supplier Y,46.19774549,3.455225605,89,SKU002,Warehouse B,30 Days,Brand Z,9368697384,87,194.0743045
861,Product B,Electronics,76,Supplier Z,8.055495259,3.485188137,62,SKU003,Warehouse C,15 Days,Brand Z,9245477265,33,232.1254839
862,Product C,Home,4,Supplier Z,29.85310105,1.186160158,76,SKU002,Warehouse C,30 Days,Brand X,9642460546,51,498.9107038
863,Product C,Electronics,72,Supplier Y,17.0932686,3.43111085,87,SKU001,Warehouse B,30 Days,Brand Z,9812393218,9,961.9860053
864,Product C,Clothing,64,Supplier X,22.98058359,2.497744629,11,SKU003,Warehouse A,15 Days,Brand Y,9719681891,59,771.9457422
865,Product C,Clothing,37,Supplier X,14.35000895,3.989770101,77,SKU001,Warehouse B,7 Days,Brand X,9237925519,5,493.4265464
866,Product C,Home,31,Supplier Z,17.70653182,4.232422658,56,SKU002,Warehouse A,30 Days,Brand Z,9454938902,67,344.3419531
867,Product A,Clothing,37,Supplier Y,1.445591163,3.208615278,72,SKU001,Warehouse B,7 Days,Brand Y,9451157462,71,553.7758084
868,Product C,Electronics,45,Supplier X,49.0775869,1.006820126,63,SKU002,Warehouse A,7 Days,Brand Z,9927120014,47,750.8772251
869,Product C,Clothing,90,Supplier X,31.2399961,3.545463241,30,SKU003,Warehouse C,15 Days,Brand Z,9890686408,78,786.0893026
870,Product C,Home,8,Supplier Z,25.03527952,3.995525119,3,SKU002,Warehouse B,15 Days,Brand Z,9670142078,44,331.3627101
871,Product C,Home,40,Supplier Z,19.18576748,1.995933065,53,SKU002,Warehouse A,7 Days,Brand Y,9185843769,11,723.9476755
872,Product B,Electronics,97,Supplier X,26.96872794,2.858584005,82,SKU003,Warehouse A,7 Days,Brand Y,9704114855,69,661.2108922
873,Product A,Home,93,Supplier Z,19.00529994,4.862906494,64,SKU003,Warehouse A,7 Days,Brand X,9395667061,20,959.5211691
874,Product C,Clothing,5,Supplier X,17.99539637,2.192462214,92,SKU001,Warehouse A,30 Days,Brand Z,9789925029,95,931.7793876
875,Product C,Home,28,Supplier Y,23.19732709,1.892613004,5,SKU002,Warehouse C,7 Days,Brand Z,9980310388,95,791.4855323
876,Product C,Electronics,81,Supplier Z,13.79915168,1.843419162,64,SKU002,Warehouse A,30 Days,Brand Y,9750895185,90,726.160742
877,Product A,Home,87,Supplier Z,9.002494998,3.235203337,88,SKU001,Warehouse C,15 Days,Brand Z,9230299493,74,281.3011738
878,Product B,Clothing,9,Supplier Y,27.83029491,4.799148405,90,SKU002,Warehouse A,15 Days,Brand Z,9888139909,85,847.5056035
879,Product A,Electronics,2,Supplier X,42.13827181,3.434760517,21,SKU002,Warehouse C,7 Days,Brand Z,9016259435,35,433.2306467
880,Product B,Clothing,63,Supplier X,7.641408886,2.213292481,16,SKU003,Warehouse C,15 Days,Brand Y,9522438116,86,279.5181371
881,Product C,Electronics,96,Supplier Z,1.63671703,3.554279112,58,SKU003,Warehouse A,7 Days,Brand Z,9549458989,22,390.3191504
882,Product C,Home,51,Supplier X,12.34058726,3.49936919,28,SKU003,Warehouse C,30 Days,Brand Z,9762962181,54,837.5761351
883,Product A,Electronics,31,Supplier X,48.98603217,3.387700543,66,SKU001,Warehouse B,7 Days,Brand X,9187742676,26,157.1468834
884,Product A,Electronics,7,Supplier Y,41.43790369,1.637704828,16,SKU003,Warehouse A,15 Days,Brand Z,9776474234,97,461.5971537
885,Product B,Home,30,Supplier Y,29.79330268,3.538267197,1,SKU001,Warehouse B,7 Days,Brand Y,9538868957,19,497.4340186
886,Product B,Clothing,58,Supplier Y,46.46244576,2.72065781,31,SKU003,Warehouse C,15 Days,Brand Y,9091347035,14,46.26340062
887,Product A,Home,3,Supplier Z,22.26395584,1.074368234,21,SKU002,Warehouse C,30 Days,Brand Z,9100759443,41,203.7885693
888,Product B,Electronics,51,Supplier Y,49.16403013,3.159057949,96,SKU002,Warehouse B,15 Days,Brand X,9925962258,3,828.4750043
889,Product A,Home,56,Supplier Y,14.81510226,4.957066981,57,SKU003,Warehouse A,15 Days,Brand Z,9350488845,28,832.4597147
890,Product B,Electronics,73,Supplier X,12.01528748,2.398958363,52,SKU003,Warehouse B,15 Days,Brand Z,9120951360,54,299.490933
891,Product A,Home,10,Supplier Y,31.90241006,4.862236873,85,SKU001,Warehouse C,15 Days,Brand Z,9941059802,74,876.1482623
892,Product A,Home,61,Supplier Z,18.9076984,1.384822967,46,SKU002,Warehouse A,15 Days,Brand Y,9240203763,48,774.0651097
893,Product A,Clothing,50,Supplier Y,31.3182771,3.929800463,3,SKU003,Warehouse B,15 Days,Brand Z,9312519519,70,423.728409
894,Product B,Electronics,47,Supplier Z,15.24977592,1.457319979,37,SKU003,Warehouse B,7 Days,Brand Y,9692544156,74,750.922281
895,Product B,Clothing,90,Supplier X,30.89591284,2.094286294,12,SKU002,Warehouse A,30 Days,Brand X,9034683294,53,961.7212849
896,Product B,Electronics,1,Supplier X,13.78731303,3.283363341,60,SKU003,Warehouse B,7 Days,Brand Z,9131839640,32,464.3800209
897,Product A,Home,94,Supplier Y,2.548603441,3.371118776,86,SKU002,Warehouse A,30 Days,Brand Y,9290899190,93,246.0429072
898,Product B,Electronics,57,Supplier X,45.6067951,4.100845269,63,SKU003,Warehouse A,7 Days,Brand Y,9336979654,95,942.398335
899,Product B,Clothing,38,Supplier Y,44.16026009,3.461245629,76,SKU002,Warehouse B,30 Days,Brand Y,9111021798,36,607.7068457
900,Product A,Clothing,62,Supplier X,48.53990746,3.374458818,83,SKU001,Warehouse A,30 Days,Brand Z,9032699693,76,114.2125109
901,Product C,Clothing,79,Supplier Z,35.82635881,4.649412348,32,SKU003,Warehouse A,7 Days,Brand X,9745689011,6,576.9559877
902,Product A,Electronics,89,Supplier X,34.13605889,2.808643009,97,SKU003,Warehouse C,7 Days,Brand Y,9869644303,23,505.5750806
903,Product B,Clothing,70,Supplier Y,27.9501535,1.901063115,37,SKU003,Warehouse C,30 Days,Brand Z,9195596907,54,857.0330051
904,Product A,Clothing,82,Supplier Y,6.297120818,1.64715434,28,SKU001,Warehouse C,15 Days,Brand Y,9542480886,10,535.3882379
905,Product C,Clothing,65,Supplier Y,9.461765547,2.599978387,60,SKU003,Warehouse B,30 Days,Brand Y,9447593866,94,262.68011
906,Product A,Home,62,Supplier Z,14.47348443,3.851011021,31,SKU003,Warehouse B,15 Days,Brand Z,9402878225,77,678.8876232
907,Product B,Home,56,Supplier X,44.50781813,1.17017394,10,SKU002,Warehouse B,30 Days,Brand Y,9676079467,43,547.149698
908,Product C,Electronics,67,Supplier Y,8.64847623,1.516213546,17,SKU003,Warehouse B,15 Days,Brand Y,9106748599,89,240.714182
909,Product B,Electronics,17,Supplier Z,46.14365872,1.42445384,44,SKU003,Warehouse A,7 Days,Brand Z,9857633769,64,577.8915794
910,Product C,Clothing,8,Supplier Z,26.13928665,3.341000612,20,SKU002,Warehouse A,7 Days,Brand X,9781928631,5,823.3202221
911,Product C,Home,60,Supplier Z,35.77848177,1.971458602,11,SKU001,Warehouse C,15 Days,Brand X,9986915256,30,38.28520855
912,Product A,Clothing,40,Supplier X,5.512224334,1.665037713,19,SKU001,Warehouse A,15 Days,Brand X,9371737156,42,634.5425283
913,Product A,Clothing,81,Supplier X,13.45167744,3.371082879,6,SKU002,Warehouse B,15 Days,Brand X,9639683833,11,356.0893438
914,Product B,Home,89,Supplier X,47.92593041,4.045239662,90,SKU001,Warehouse A,15 Days,Brand Z,9731283831,64,299.7447313
915,Product A,Home,62,Supplier Z,13.30749735,2.328619666,70,SKU001,Warehouse C,7 Days,Brand Z,9442471881,51,398.6618729
916,Product A,Home,41,Supplier X,14.82608602,3.312818423,1,SKU003,Warehouse B,30 Days,Brand X,9885395161,69,348.6024376
917,Product C,Electronics,12,Supplier Y,9.879869242,1.392497653,42,SKU003,Warehouse A,7 Days,Brand Z,9431504471,92,833.9167156
